hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
116274,28765,18,2296,6965,2,14278,6703,13,1303,5988,7,7,189257,3,2,1244,151,22,40,4871,298,34,11176,14,238,585,335,619,787,2,1010,256,2223,43,14,31,2248,71,161,196,197,7234,3,9,2,23,3,170,465,349,21,3,2230,1,26,0,2,14,31842,31538,2,47,86536,67399,108,13,3718,6470,8,25,59,7329,1194,67,2839,123,104,21799,61,3,304,3,0,10,54,764,63,0,4,3,54,300,119,8,6495,33,25,1,86,148,2,52805,11,8,2,61,6,1,28,1,5,0,88,0,561,9,1818,2819,10,51,1,40,1397,237,2,60,2,6,203,2,2,26,1689,1008,563,14,4,2,8,6,10479,4,416,63106,2,3,7,299,2,299624,109,1597,1658,2,5,163,1,0,0,25,116,118,4,729,809,1902,922,77,18,83,0,22,79,41,1809,2,4,8,2,39,184,127,142,22,433,40,206,100,85,343,10,183,263,2,156,69,271,160,82,2894,2450,828,19,18,598,2,17,9,61,1,23473,1795,3,286,42421,12,16302,15,3,913,4825,263,4548,63,1,0,35,0,0,9,1096,107,1123,0,172,47,236,52,1915,0,38,14401,0,3575,677,136,50,17,235,2110,133640,2,1058,0,2,2371,4,2220,2123,18795,2,8,2171,1,0,6,291,7,172438,8,359,4,1,14523,14756,78,2,0,0,59,0,72,13279,6221,3733,23,3,7246,1,1118,15,2730,0,123,24,46,792,137,2,6617,149,710,98,1,807,25173,10,841,69,1814,799,1,16,29,breast
312353,94306,58,839,6852,75,61048,4505,2,4386,19004,53,38,293716,5,13,4309,649,103,47,23304,1959,137,19206,30,467,2753,549,2857,6838,64,5947,7690,2303,14,219,181,248,547,902,2557,2581,98345,62,72,147,130,63,936,2561,1921,278,81,1203,7,2777,4,36,64,45094,45507,16,144,97467,387268,689,136,8725,8854,196,25,148,16718,2808,96,311,403,1264,13669,130,27,139,12,9,38,125,8494,95,4,23,17,653,116,780,15,10112,263,335,59,955,84,32,83765,232,6,189,174,25,1,93,25,45,0,1224,15,56,279,610,5899,71,420,9,5,8074,960,8,336,5,17,540,86,56,97,639,2384,749,86,20,14,20,23,18665,23,1385,62997,19,38,57,691,14,160658,885,5969,6353,22,34,890,0,0,5,169,62,236,9,6166,6211,971,294,27752,23,27767,4,48,27508,43,7278,7,62,20,1,941,897,149,301,79,2406,288,622,5,373,3687,48,1981,1057,7,1806,312,188,496,158,2986,10439,1802,7,83,239,6,36,37,10,13,171814,3242,36,152,257906,123,4719,88,16,1503,21813,258,21711,637,33,2,145,0,15,47,741,417,19926,0,136,176,222,211,36130,9,109,146533,12,2046,1003,425,30,52,507,1449,20437,5,2567,4,15,51348,3868,28250,28072,16023,0,139,20255,16,2,24,21,28,19548,183,4414,4,12,73578,74399,69,13,9,8,233,1,762,10999,12677,2122,162,26,14069,26,4939,21,6435,27,22,385,156,3227,176,52,20498,1214,2789,223,62,3289,30405,49,3241,1244,2186,3232,2,51,17,breast
524821,53375,18,149,1440,18,5378,854,0,1456,1444,7,18,63675,4,3,968,62,41,13,1311,359,17,2271,0,137,342,33,368,2771,26,3201,442,576,12,56,10,32,49,40,276,276,50294,10,9,46,45,11,298,34,29,29,9,275,5,560,4,15,11,9507,9676,0,10,25472,56713,1629,94,2191,2822,5,15,22,2235,1714,54,8013,315,868,3375,39,6,360,25,2,4,0,2464,24,13,1,9,59,314,151,4,6965,370,82,9,815,35,1,125003,17,19,5,22,6,0,40,20,36,0,133,4,6,6,380,527,3,116,6,3,4832,271,5,234,2,1,156,46,33,10,1522,638,95,6,2,0,22,5,3336,14,171,23450,10,19,15,154,16,48229,125,635,182,3,45,32,1,0,8,54,17,64,5,767,769,3002,76,55,42,48,0,10,69,8,229,13,60,6,8,276,25,101,28,43,407,293,103,34,380,272,6,1338,391,34,190,319,1001,26,47,933,1164,954,8,65,112,0,3,19,9,7,110606,231,11,58,8461,6,5003,4,3,337,1706,293,1758,798,2,3,101,0,0,1,102,78,6700,4,33,15,245,14,12563,0,6,15861,26,1719,383,66,5,24,33,652,7441,3,286,31,6,18091,24,7683,7495,19186,0,30,1262,4,29,9,10,0,197499,84,2206,0,0,16052,15817,12,0,2,0,99,0,32,854,2531,1729,73,5,2658,10,5028,1,887,6,7,25,60,703,111,5,79551,297,527,25,6,702,11428,37,899,96,1955,899,7,8,34,breast
1682203,780208,52,594,5486,71,53164,2863,19,5759,10642,59,76,221146,38,28,10090,231,260,108,9981,970,116,12272,29,588,2337,165,2484,7352,165,39507,1610,7794,801,278,44,161,279,107,769,763,364917,220,50,175,308,222,1125,9342,8454,296,33,1508,35,933,2,47,81,57661,58451,4,62,83800,231371,8462,176,4763,20057,29,154,82,9644,8192,106,25659,700,2497,14370,195,52,824,153,3,24,18,4351,116,51,5,48,230,797,628,16,40069,1768,156,38,6126,153,59,502246,68,108,40,184,2,63,62,115,289,6,907,18,9,170,811,3013,24,359,48,51,13508,877,10,889,72,17,359,242,84,34,3199,2904,492,32,30,17,79,11,18448,71,623,79086,60,114,82,675,45,216342,493,2692,1739,46,105,144,8,19,225,248,43,399,45,5115,5174,6026,145,1017,70,1006,0,41,980,17,2039,72,384,15,12,960,123,1593,227,38,2909,545,914,281,645,2832,22,12341,981,107,984,1472,510,171,107,5059,5295,3116,66,344,336,73,14,112,1205,77,251989,610,88,198,2805,85,42703,100,9,1109,23278,724,23265,2152,15,17,225,1,11,53,213,483,41163,7,68,36,738,30,80256,0,72,63853,403,1857,1824,258,20,60,197,1873,35852,1,1367,0,87,116158,114,21674,21584,36386,2,155,12832,25,1,41,91,2,217258,454,8215,30,57,63955,64872,46,34,41,12,391,0,577,3072,15284,1997,213,35,16388,28,10998,15,1356,16,58,745,338,1585,795,32,124489,1034,3830,177,11,1557,39272,10,3405,780,1869,3349,98,46,65,breast
325856,39204,27,164,1351,6,11344,1079,1,1067,2378,31,12,83787,13,1,1660,78,28,16,1893,386,41,1787,20,65,366,54,366,697,7,13839,250,766,41,34,64,22,26,48,204,205,35919,5,19,2,52,4,550,219,182,29,0,1726,0,315,2,9,93,42703,43518,2,93,33648,49279,317,11,1121,4754,24,6,61,3472,6918,23,1728,213,412,15182,26,3,238,14,1,2,9,3593,32,2,5,3,92,250,214,6,10286,68,54,4,298,54,8,82645,106,8,15,36,10,14,66,3,16,5,217,9,328,91,632,3357,1,51,2,135,2121,978,1,192,8,12,107,3,2,14,1092,1090,663,14,2,3,6,10,3119,5,142,29093,3,15,13,190,3,123696,116,708,263,0,7,124,12,14,8,18,31,278,3,643,675,1968,235,303,601,313,0,34,346,7,259,1,13,9,0,73,98,805,65,51,1132,62,206,221,104,436,6,569,2061,6,99,439,87,70,135,1220,1331,1207,20,30,653,2,1,58,42,4,31054,243,14,88,5084,16,12010,30,4,543,1569,123,1575,387,9,7,82,0,2,0,83,99,3866,0,25,1,96,6,7045,37,14,7496,0,2419,367,40,13,36,52,606,26321,183,620,1,7,10250,13,2166,2161,10179,57,47,295,27,1,3,30,0,50780,41,3823,1,0,7729,7579,35,0,1,0,90,0,21,1416,4973,2570,62,12,5672,12,13173,7,481,8,3,146,102,508,130,6,11146,394,1010,119,3,545,10616,6,1461,338,290,1500,6,1,5,breast
278556,82094,67,331,6323,102,39894,2947,3,2305,7362,38,24,355853,2,4,3591,116,108,47,3312,541,49,2186,42,193,410,318,413,1217,22,3755,1355,699,29,176,66,616,82,111,828,826,95705,10,93,82,199,8,511,494,412,94,15,1136,5,1850,2,9,15,34415,34822,20,134,106168,229172,591,59,3872,7473,59,43,59,8304,5280,155,949,658,2124,24394,34,1,287,15,2,56,6,4978,168,20,14,11,393,248,530,5,10664,22,158,181,581,51,14,85945,37,13,5,56,49,2,111,13,19,0,5558,13,38,42,412,8429,9,103,2,2,3318,197,1,108,5,3,214,12,65,37,1567,2017,1572,37,36,1,10,11,2714,5,118,32737,8,22,22,465,8,179608,90,1826,1060,6,25,314,0,0,1,20,22,212,3,1100,1079,2180,89,3505,45,3479,0,56,3437,6,1298,2,28,8,3,302,235,71,77,99,1052,103,530,229,181,893,12,1110,846,5,893,388,520,239,65,2102,4456,1058,42,46,265,5,4,44,16,7,147123,569,38,172,9577,40,86089,87,8,987,5485,87,5192,256,4,4,157,0,6,14,66,637,4194,4,37,76,81,92,7848,2,14,39602,4,760,566,184,17,75,85,1037,20372,0,467,4,14,10962,339,8818,8792,18664,0,25,7012,8,2,25,7,400,26325,75,972,2,5,39682,39768,44,0,1,0,162,0,17,2103,34199,845,55,7,38565,5,2883,18,1244,8,5,67,47,1538,72,13,16922,235,4470,77,40,1550,29684,18,1106,558,576,1076,26,31,14,breast
393213,100910,56,216,2519,34,21291,1486,7,3882,6295,10,34,122895,5,8,1680,133,53,74,6626,588,70,5062,2,116,673,106,702,6469,45,3251,1658,764,16,148,30,182,105,129,505,503,94585,14,36,99,93,44,810,708,599,57,12,789,6,1265,2,18,27,50484,50687,18,41,39465,94724,1346,132,4421,4277,29,59,60,6639,1716,35,18608,402,459,8601,20,17,910,40,2,16,3,5648,50,10,23,20,82,728,911,16,9761,919,108,27,943,44,1,114134,30,16,6,79,7,11,83,21,25,0,432,5,12,24,374,1635,47,150,7,464,5693,332,14,163,28,4,260,55,8,43,4038,1342,346,45,16,2,27,29,10784,19,352,53974,9,14,88,380,12,60155,248,2049,1138,14,34,188,0,0,400,72,14,105,1,1879,1796,3628,181,1345,23,1294,1,13,1327,3,1345,18,45,8,3,271,174,243,74,16,915,84,390,75,137,1816,12,1532,667,15,356,410,686,243,221,1021,3021,2209,16,76,308,27,8,41,13,18,128825,804,9,107,9068,25,10295,21,2,741,17654,681,17438,429,13,13,144,0,5,16,144,318,6567,6,51,12,652,10,12020,1,20,53333,440,2946,557,84,10,60,175,410,9164,1,765,0,80,16502,33,8440,8442,10258,0,65,8748,23,3,12,109,1,340464,67,3060,1,0,53946,54400,29,1,2,0,107,0,213,2883,7841,3280,174,10,8357,15,2408,4,2964,0,92,48,79,937,110,7,58388,540,2594,45,3,941,22202,28,1894,2100,482,1720,11,15,10,breast
1676377,291845,462,453,3761,80,85532,3016,12,8160,8870,31,66,382575,10,41,4248,426,146,62,6515,728,225,57413,20,532,3226,590,3519,3619,141,21977,2788,8138,272,86,49,818,172,59,2110,2115,223909,43,33,156,463,3,1124,2486,2251,75,0,6855,34,2579,4,53,29,164947,165831,33,88,106441,120778,5306,178,10975,10174,36,10,92,12755,2246,34,23194,489,4212,41722,130,39,6436,149,5,40,2,3290,223,69,14,6,101,6565,1042,35,21595,1405,122,6,1819,126,19,633515,233,62,57,134,8,2,117,67,251,116,1221,14,4,67,2428,5038,15,36,39,189,10598,744,30,1129,6,22,527,62,11,151,34624,2623,2238,129,26,13,86,29,36096,60,981,66494,68,31,24,1582,14,383019,290,4226,1672,35,95,312,67,66,96,546,429,1230,23,7564,7763,31583,344,418,166,368,2,45,363,57,2056,52,223,6,23,355,275,336,173,468,3373,463,1030,204,693,4151,59,7532,5164,112,1625,1746,2014,378,831,2713,5108,3207,86,256,1576,14,29,90,62,119,172955,1038,74,293,90759,32,69764,39,24,1622,39474,787,38839,2172,21,17,548,0,4,18,1393,620,32416,3,248,143,766,188,53264,1,102,208028,13,4329,2082,701,62,107,423,5018,39287,1,889,0,38,66819,52,29164,29454,21191,15,137,16654,29,0,0,316,1,744825,221,21388,5,6,104674,104291,34,20,15,2,628,0,99,3311,21740,5671,249,26,24372,22,12165,9,6539,9,162,97,216,1417,803,37,1038037,557,6754,92,13,1442,52942,29,3882,1758,1159,3836,14,18,22,breast
1027728,1435668,1511,294,2807,441,51744,1669,188,30075,6265,65,60,172135,53,32,7879,305,165,61,4516,684,127,62653,64,597,6558,69,6593,2314,35,131694,1929,29294,786,163,41,1964,118,216,1759,1759,455907,49,80,38,420,78,8470,230,163,386,61,7045,37,1322,32,37,56,99571,99132,84,58,38212,262958,7075,342,7835,13537,54,72,65,42046,1118,85,39171,700,4942,23672,114,33,1239,166,31,48,22,18974,449,54,207,29,587,1127,1095,79,44003,798,195,150,3052,364,48,733721,323,85,70,73,32,90,75,70,265,1,9160,17,13,88,3968,3881,79,103,23,13,14502,417,14,973,28,60,893,92,18,216,8300,3427,924,228,28,18,38,20,64565,36,930,186370,33,90,134,737,9,174338,370,3594,4321,28,216,264,0,0,1,168,210,415,19,8386,8594,13284,1405,1443,407,1391,36,91,1379,43,4944,8,132,14,18,797,217,1074,263,190,3716,277,1025,108,504,2642,29,6450,3100,74,750,1277,1609,844,1387,3587,7859,5801,152,295,3071,17,61,74,420,44,144056,853,111,122,134510,43,11473,27,28,2153,20084,507,20135,1718,36,29,503,0,59,39,2145,531,18327,16,404,532,503,537,31688,6,113,135187,0,5051,3767,542,163,215,345,3868,42742,24,1884,7,224,44139,194,60201,60625,48560,9,394,53836,27,2,16,145,6,546980,146,5747,10,20,67708,67961,49,11,9,4,321,2,242,8014,34462,5386,480,31,37026,28,6384,39,6089,20,136,337,293,1021,1156,29,189666,613,17656,444,17,1048,146226,199,2680,39170,743,2659,20,103,59,breast
1212841,320345,458,345,4427,267,54279,5449,12,3596,8814,13,30,95708,2,11,3896,131,99,23,1388,515,76,13820,20,771,1475,87,1475,3120,16,29269,1378,4991,79,53,9,419,77,92,600,600,258352,2,25,106,344,8,472,48,36,101,0,4634,10,202,0,22,16,115992,116036,45,120,21525,99263,2825,86,7684,11256,11,32,44,8380,535,41,5273,340,2912,20867,153,16,506,74,5,4,4,2171,225,20,30,3,88,442,492,10,31478,474,116,15,640,79,4,236481,57,27,14,13,7,5,30,36,282,0,1620,7,3,11,904,5960,18,23,17,10,7609,258,4,161,53,16,222,14,4,139,3189,1705,2325,150,14,6,35,6,26639,25,627,49261,31,13,38,627,1,93078,142,2262,1288,22,33,396,1,0,45,60,190,250,6,4273,4262,5203,318,235,216,253,3,9,257,16,1496,41,73,10,11,121,318,325,112,37,1419,189,673,22,256,512,10,2493,1441,108,442,873,3451,99,302,885,3562,3396,132,95,1104,3,22,54,18,41,135530,872,90,66,25939,10,5674,15,10,379,30308,552,30108,608,22,3,229,0,7,82,1034,93,6567,10,170,272,506,271,11541,0,32,101332,0,2939,1740,423,24,106,119,2793,159674,3,666,413,46,15914,78,75818,76608,19599,0,89,18531,6,229,7,67,54,774599,142,4275,4,10,101892,101973,20,17,10,2,313,0,1974,9590,36870,2177,156,6,41099,10,3852,10,1560,15,42,84,49,531,313,15,86544,153,3061,54,5,469,43246,134,1361,2440,209,1386,2,52,28,breast
738616,350505,545,409,4256,78,33149,2231,30,6894,2746,23,51,118828,12,34,4830,192,125,33,1656,640,79,23783,34,314,1981,90,2108,2463,25,27579,2565,7577,174,280,51,640,53,106,1050,1063,97018,27,47,131,129,47,950,285,247,141,14,2321,5,634,11,26,31,69474,69649,59,54,93602,191169,2500,213,3659,5433,14,91,48,20181,1587,26,9615,496,2085,16995,39,13,337,64,26,26,21,8848,114,39,75,24,423,296,578,63,26993,552,715,70,2064,238,8,425382,182,33,33,75,25,10,81,46,89,1,1500,32,5,64,1668,1961,22,389,20,444,4584,714,9,519,4,20,505,48,3,82,2308,1783,344,60,22,8,29,18,11821,12,731,75695,28,75,77,461,14,155880,131,1261,1295,21,94,111,1,1,6,137,87,174,18,1680,1670,4383,312,242,171,265,5,37,236,16,1867,4,94,14,9,441,121,238,256,43,1768,131,391,302,230,687,27,3315,2344,38,748,744,803,185,358,2350,4323,1862,54,179,1252,11,14,67,180,24,122416,383,74,54,57672,33,27016,29,16,1783,6830,217,6574,826,9,20,239,0,10,14,370,385,16806,5,157,75,183,72,29942,0,45,63047,4,2994,1089,194,32,129,188,2762,20831,2,1088,0,60,41004,80,14863,14852,24865,0,163,6291,10,0,79,17,2,411118,157,2250,8,5,31679,32038,47,3,2,0,192,0,176,1877,10641,3424,284,15,11676,19,6047,19,2097,6,10,289,224,1127,433,8,99822,315,3553,159,31,1102,20524,178,1531,2231,1335,1538,50,56,16,breast
608269,140925,23,49,1154,153,17313,597,1,945,2438,11,3,64994,8,2,2590,92,18,8,605,149,19,5715,10,200,598,25,609,430,24,7597,100,2258,63,18,3,29,13,7,216,214,54006,3,12,3,17,11,172,267,244,39,2,579,4,55,0,8,5,18304,18373,2,10,22490,30262,2203,51,1210,1968,4,1,6,459,1237,4,617,421,2069,4102,48,6,292,63,0,0,2,392,8,18,0,0,20,256,132,3,8005,212,13,4,603,56,2,195796,41,58,1,4,0,14,19,16,56,87,378,3,9,6,618,312,6,9,12,0,1719,118,6,501,4,1,42,2,10,12,2821,778,91,13,0,2,12,2,4534,5,181,20089,6,4,60,117,3,32055,47,391,83,11,25,21,202,195,49,29,42,37,4,704,726,3572,55,1529,60,1563,4,5,1508,9,126,21,47,4,4,38,18,442,23,26,881,25,94,190,56,1185,3,1718,1112,30,31,854,695,17,42,234,1408,1252,8,29,215,26,10,36,28,17,35658,897,9,14,7553,4,14399,0,1,277,4433,120,4472,348,2,13,126,0,1,7,26,79,5803,0,25,11,103,5,10036,0,2,12343,2,148,496,83,8,38,47,982,6208,0,69,0,20,12588,0,4981,4990,6060,1,58,2250,6,0,0,16,0,43198,61,1564,2,0,12207,12257,4,2,0,0,60,1,15,247,6158,146,90,5,6586,4,2208,0,190,0,17,124,22,124,135,2,38009,86,478,16,0,92,22746,6,524,59,169,549,1,15,10,breast
396188,83248,39,125,1550,18,22662,842,1,1018,1999,12,6,101994,5,2,1260,101,42,10,1948,203,22,2781,9,177,261,17,267,4246,21,2580,1297,421,9,57,20,69,31,38,670,671,35612,7,47,118,66,10,173,603,548,31,0,272,3,943,3,10,39,30241,29961,6,23,54331,76522,1041,46,2472,3781,5,14,12,2248,636,18,5129,488,1606,9837,67,2,196,15,1,4,1,920,39,16,4,3,38,154,201,2,12297,45,77,10,790,74,6,109175,22,9,12,14,22,8,24,12,17,10,98,0,3,18,830,1105,4,57,1,0,2135,547,1,65,14,0,115,44,24,12,733,936,258,6,0,0,9,6,2203,4,50,19981,9,25,26,137,4,15379,179,515,183,4,25,61,12,13,3,19,22,38,3,705,690,1534,72,535,67,520,0,4,514,7,218,0,35,9,2,105,53,86,33,231,416,68,132,175,114,612,2,628,584,26,214,454,1329,26,53,819,1353,842,7,80,125,3,2,30,6,5,149405,268,18,52,15786,10,26986,3,4,365,2935,210,2900,175,4,4,68,123,5,8,275,125,3967,5,146,47,205,62,7621,14,8,23092,1,1118,372,129,5,37,56,822,15000,16,388,37,9,10815,17,5511,5786,12974,0,14,1187,1,23,16,10,0,91034,31,1007,2,2,23358,23526,17,3,2,0,76,0,16,980,6769,575,38,5,7189,5,3154,2,777,15,2,79,24,517,59,8,18172,274,486,52,16,520,16871,60,771,150,514,736,14,11,3,breast
1161281,195020,290,381,2380,75,31060,1562,23,8764,3868,40,41,264936,19,30,4910,235,96,58,5333,689,108,9799,20,131,1345,376,1289,6332,27,7797,758,2278,1918,132,482,828,110,225,390,395,114040,48,149,4,145,44,2726,664,506,171,205,2745,15,1496,7,24,112,66608,66270,17,207,153683,110031,1346,111,2637,5112,325,290,250,16234,2719,130,5285,1374,1490,27350,36,18,375,51,6,26,53,21747,98,10,47,14,225,369,512,45,14821,256,155,27,790,412,46,199845,192,27,72,534,10,3,147,20,72,204,641,9,14,112,2398,5413,23,43,9,304,5358,220,5,311,14,22,187,70,111,68,1702,3399,1186,73,18,5,33,5,10547,14,637,52654,18,30,159,414,4,203640,673,2279,1784,12,43,387,383,397,18,89,193,704,6,2270,2326,2079,774,7241,68,7370,3,53,7260,56,1978,18,53,25,4,246,355,725,365,475,2127,347,365,1850,427,2865,18,1952,4556,39,355,1127,1496,239,526,1725,2572,3608,52,97,1737,282,5,129,1031,13,44621,481,146,66,77505,43,55772,262,7,951,10104,483,10014,439,16,2,405,0,28,3,387,279,7014,16,100,72,360,79,12722,76,66,21920,41,1861,1535,348,56,36,65,2924,12545,97,1204,0,39,17518,190,12585,12716,13479,0,59,7190,8,0,7,45,2,37559,136,3047,12,30,22278,22299,95,31,29,2,288,0,225,2272,16169,1867,548,37,17441,32,2702,28,2702,7,19,349,155,758,282,18,37010,819,3052,482,15,751,44179,160,2187,6025,654,1971,4,45,38,breast
455341,50214,18,215,582,11,5288,606,0,1053,725,12,13,21121,3,0,501,104,25,10,1584,384,50,4164,2,29,246,15,275,748,12,3494,379,709,11,19,55,63,11,43,85,85,15654,9,17,1,26,11,1717,522,384,21,27,751,4,611,8,6,27,30085,29300,9,43,12458,51057,527,20,1238,2033,10,13,60,3191,1054,9,244,208,230,5893,9,9,102,15,2,2,2,16848,16,5,10,3,26,94,142,2,2702,33,30,1,607,100,12,90217,64,5,5,16,3,4,17,1,12,12,169,5,16,20,642,1151,2,65,5,81,1253,109,2,171,3,3,75,0,4,10,666,297,206,13,4,1,5,3,5329,3,201,16572,10,27,4,154,3,98589,88,739,487,3,5,74,18,19,120,49,30,59,4,790,844,904,433,238,24,229,2,23,252,14,529,2,38,18,0,79,76,95,55,46,1304,51,109,116,73,362,7,754,2393,13,50,168,432,27,176,500,603,957,13,43,250,14,0,6,12,4,20207,133,4,66,38641,3,13878,11,3,329,1749,193,1747,526,2,4,76,0,25,10,65,47,6521,3,18,4,155,6,12471,0,20,5945,1,511,311,82,8,46,27,1047,14683,20,526,1,8,17420,38,3882,3724,6776,20,23,991,7,0,3,126,11,15361,48,914,0,0,5879,5669,36,2,2,0,87,0,25,958,1249,974,54,1,1388,1,2034,5,823,3,16,26,63,450,78,4,16973,87,710,54,15,467,6375,30,454,2623,292,467,3,6,35,breast
